name,culinary_type,address,link,is_branch,payment_methods,description,price_range,open_schedule,available_facilities,unavailable_facilities,phone,overall_rating,individual_rating,seating_capacity
Many Pany Pancake & Waffle,Dessert,"Aiola Eatery, Jl. Slamet No. 16, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/many-pany-pancake-dan-waffle-genteng,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (08:00 - 22:00),"Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 4267711,4.04,"3.7,4.4,3.6,3.8,4.0",
Jack & John,Indonesia,"Mal Kelapa Gading 3, Lantai Ground, Gourmet Walk, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/jack-dan-john-kelapa-gading,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 21:00),Area parkir,"Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",087854748889,4.05,"4.4,3.6,4.5,4.1,4.0",
Kembang Goela,Indonesia,"Plaza Sentral, Area Parkir, Lantai Dasar, Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/kembang-goela-sudirman,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Kamis (08:00 - 21:00), Jumat - Minggu (08:00 - 22:00)","Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",085216318238,4.04,"4.1,4.4,4.0,4.0,4.0",
Saint Cinnamon & Coffee,Kafe,"Pondok Indah Mall, Lantai 2, South Skywalk, Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/saint-cinnamon-dan-coffee-pondok-indah,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,4.03,"4.1,3.9,4.1,4.1,3.9",
Kambing Babeh Dolof,Indonesia,"Johnny's Car Wash, Jl. Kemang Selatan VIII No. 45, Kemang, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/kambing-babeh-dolof-kemang,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",022 6047351,4.18,"4.0,4.7,3.8,3.9,4.2",
Kimukatsu,Jepang,"Galaxy Mall 1, Lantai 2, Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kimukatsu-mulyorejo,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 51200181,4.14,"4.4,4.2,3.8,4.0,4.1",
Ai Ci Ro,Snack,"Royal Plaza, Lantai 3, Studio Food Court, Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ai-ci-ro-wonokromo,True,Tunai,,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 30029975,4.4,"4.1,4.4,3.4,4.1,4.1",
Northsider Coffee Roaster,Kafe,"Ruko Elang Laut, Blok B2 No. 15, Jl. Pantai Indah Selatan I, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/northsider-coffee-roaster-pantai-indah-kapuk,False,"Visa,Master,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 23:00),"Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir","Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",082138531931,3.99,"4.2,3.8,4.1,4.1,4.0",Kapasitas:  9 kursi
Nasi Kapau Langganan,Indonesia,"Jl. Bangka Raya No. 103A, Kemang, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/nasi-kapau-langganan-kemang,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,4.16,"4.3,3.7,3.9,4.2,4.2",Kapasitas:  20 kursi
Godiva,Cokelat,"Plaza Indonesia, Lantai 1, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/godiva-thamrin,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 23:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 5205651,3.94,"3.9,4.5,3.4,4.1,4.2",
ShuShu,Kafe,"AEON Mall BSD City, Lantai 3, Food Carnival, Jl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/shushu-bsd,True,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 75920857,3.93,"4.5,3.5,4.2,4.0,3.9",
Mujigae,Korea,"Cihampelas Walk, Lantai Ground, Young Street, Jl. Cihampelas No. 160, Cihampelas, Bandung",https://pergikuliner.com/restaurants/bandung/mujigae-cihampelas,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 24:00),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081219906644,3.95,"4.6,3.6,4.2,4.4,4.1",
Abura Soba Yamatoten,Jepang,"Senayan City, Lantai Lower Ground, Jl. Asia Afrika, Senayan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/abura-soba-yamatoten-senayan,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Vegetarian",031 5937375,3.95,"4.3,4.0,3.8,4.3,4.3",
1/15 One Fifteenth Coffee,Kafe,"Jl. Dr. Kusuma Atmaja No. 79, Menteng, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/1-15-one-fifteenth-coffee-menteng,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",0822314440371,3.96,"4.6,4.0,4.6,4.4,4.4",
Bakerzin,Barat,"Paris Van Java, Lantai Ground (Resort Level), Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",https://pergikuliner.com/restaurants/bandung/bakerzin-sukajadi,True,"Tunai,Visa,Master,Debet,Ovo",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (07:30 - 17:00),"Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29219134,3.99,"4.0,4.2,3.8,3.9,3.9",
Toast Box,"Kafe,Singapura","Gandaria City, Lantai Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/toast-box-gandaria,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (08:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 22720197,4.03,"4.2,4.2,3.8,4.3,4.2",
Bolan Thai Street Kitchen,Thailand,"Ruko Spectra, Blok 23C No. 5, Jl. Jalur Sutera, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/bolan-thai-street-kitchen-alam-sutera,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (09:00 - 20:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22835229,3.98,"4.3,3.7,3.8,4.2,4.1",
First Love Patisserie,Toko Kue,"Mal Kelapa Gading 3, Lantai Ground, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara, 
, ( Alamat Lama: , Mal Kelapa Gading 3, Lantai 1, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara , )",https://pergikuliner.com/restaurants/jakarta/first-love-patisserie-kelapa-gading-2,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Pesan antar,100% Halal,Area parkir","Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29923972,3.98,"4.4,3.6,3.3,4.1,4.2",
Lawless Burgerbar,Barat,"Jl. Kemang Selatan VIII No. 67H, Kemang, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/lawless-burgerbar-kemang,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",021 2295 6067,3.86,"4.2,3.6,3.8,3.9,4.1",
Sushi Tei,Jepang,"Kota Kasablanka, Lantai 1, Jl. Casablanca Raya, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/sushi-tei-tebet,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Alkohol,Vegetarian",022 2061015,3.93,"3.9,3.9,3.7,4.1,4.2",
Aloha Aina,Barat,"Jl. Cigadung Raya Barat No. 3, Cigadung, Bandung",https://pergikuliner.com/restaurants/bandung/aloha-aina-cigadung,False,Tunai,,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)","Wifi,Area merokok,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 72782257,4.5,"4.4,3.7,3.7,3.9,4.2",
Abura Soba Yamatoten,Jepang,"PIK Avenue, Lantai 2, Dotonbori Food Town, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara, 
, ( Alamat Lama: , Ruko Garden House, Blok A No. 12, Bukit Golf Mediterania, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara , )",https://pergikuliner.com/restaurants/jakarta/abura-soba-yamatoten-pantai-indah-kapuk,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 20:00),"Area parkir,Alkohol","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Vegetarian",081290002128,3.92,"4.1,4.0,3.5,4.1,4.1",
Kitchenette,"Barat,Italia","Plaza Indonesia, Lantai 2, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/kitchenette-thamrin,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 19:00),"Wifi,Area merokok,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",022 82063582,3.99,"4.1,4.5,2.9,4.1,4.4",
Ikkudo Ichi,Jepang,"Flavor Bliss, Jl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/ikkudo-ichi-alam-sutera,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (08:00 - 22:00),"Area merokok,Area outdoor,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,3.94,"4.1,4.1,3.9,3.9,4.1",
Fore Coffee,Kafe,"Tunjungan Plaza 6, Lantai 3, Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/fore-coffee-tegalsari,True,"Tunai,Debet,Go-pay,Ovo",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (11:00 - 22:00)","Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081290206661,3.97,"4.1,3.8,3.9,4.1,4.0",
Kumikave,Indonesia,"Ruko Mendrisio 3, Blok C No. 7, Jl. BSD Raya Utama, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/kumikave-gading-serpong,False,"Tunai,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 45878244,4.12,"4.3,3.8,3.8,4.0,4.0",
Mangkok Ku,"Jam Buka
Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)

Sudah Tutup

","Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/mangkok-ku-tebet,True,Tunai,,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29488752,3.94,"4.3,3.9,3.7,3.8,4.0",
HokBen (Hoka Hoka Bento),"Jam Buka
Senin - Minggu (10:00 - 22:00)

Sudah Tutup

","Royal Plaza, Lantai Ground, Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/hokben-hoka-hoka-bento-wonokromo,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Rabu - Minggu (15:00 - 22:00), Senin - Selasa Tutup","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081313563312,4.03,"4.8,4.5,4.5,4.5,4.3",
Bakmi Siantar Medan Akiong,China,"Jl. Raya Villa Regency 1 Blok HC1 No. 6, Periuk, Tangerang",https://pergikuliner.com/restaurants/tangerang/bakmi-siantar-medan-akiong-periuk,True,Tunai,,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 21:00),Area merokok,"Wifi,Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol,Vegetarian",021 22571966,4.23,"4.4,3.6,3.7,3.9,4.0",
Katsukita,Jepang,"The Breeze, Lantai Ground, Jl. Grand Boulevard, BSD, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/katsukita-bsd,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29923580,4.09,"4.4,4.0,3.4,4.0,4.1",
Roemah Kentang 1908,Indonesia,"Jl. Banda No. 18, Banda, Riau, Bandung",https://pergikuliner.com/restaurants/bandung/roemah-kentang-1908-banda,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",021 29005060,4.09,"4.4,3.8,3.9,3.8,3.9",
Kopi Laka Laka,Kafe,"Jl. Burangrang No. 3, Burangrang, Bandung",https://pergikuliner.com/restaurants/bandung/kopi-laka-laka-burangrang,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",081211118456,4.09,"4.0,3.8,4.0,4.0,4.0",
Ta' Pe Rasa,Indonesia,"Ruko Michelia, Blok B No. 1, Jl. Michelia, Gading Serpong, Serpong, Tangerang",https://pergikuliner.com/restaurants/tangerang/ta-pe-rasa-gading-serpong,False,"Tunai,Visa,Master,Debet,Go-pay",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Sabtu (09:30 - 20:00), Minggu Tutup","100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",087880001937,4.09,"3.8,4.1,4.2,4.4,4.1",Kapasitas:  25 kursi
Padang Merdeka,Indonesia,"MaxOne Hotel, Jl. Hayam Wuruk No. 5, Hayam Wuruk, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/padang-merdeka-hayam-wuruk,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)","Wifi,Pesan antar,Area merokok,24 Jam,100% Halal,Bisa reservasi,Area parkir","Area outdoor,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,3.92,"4.2,3.6,4.0,3.8,4.1",
J.CO Donuts & Coffee,Kafe,"Gandaria City, Lantai Lower Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/j-co-donuts-dan-coffee-gandaria,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (12:00 - 21:00),"Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",022 2511450,3.89,"4.3,4.7,3.9,4.0,4.1",
J.CO Donuts & Coffee,Kafe,"Pondok Indah Mall 1, Lantai Ground, Jl. Metro Pondok Indah, Pondok Indah, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/j-co-donuts-dan-coffee-pondok-indah,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",031 8271457,3.89,"4.4,3.8,4.3,3.8,3.9",
Fudgy Bro,Toko Kue,"Crumble Crew, Jl. Tulodong Bawah No. 1A, Senopati, Kebayoran Baru, Jakarta Selatan, 
, ( Alamat Lama: , Barberbox, Jl. Hang Lekir I No. 9, Hang Lekir, Kebayoran Baru, Jakarta Selatan , )",https://pergikuliner.com/restaurants/jakarta/fudgy-bro-senopati,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (05:30 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 55770222,4.67,"4.7,3.3,4.7,4.4,4.0",
Kopi Kenangan,Kafe,"The Breeze, Lantai Ground, Jl. Grand Boulevard, BSD, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/kopi-kenangan-bsd,True,Tunai,,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 21:30),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081320661201,4.18,"4.3,4.1,3.7,4.0,4.4",
Norge,Es Krim,"Jl. Banda No. 4, Banda, Riau, Bandung",https://pergikuliner.com/restaurants/bandung/norge-banda,False,"Tunai,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",081312557807,4.2,"4.0,4.6,3.4,4.0,4.6",
kopimanyar,Kafe,"Jl. Bintaro Tengah Blok O2 No. 14 (Bintaro Sektor 1), Bintaro, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/kopimanyar-bintaro,False,"Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (08:00 - 20:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2295 6067,3.87,"3.9,4.1,4.5,4.2,3.8",
Social Affair Coffee & Baked House,Kafe,"PIK Avenue, Lantai Ground, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara, 
, ( Alamat Lama: , Ruko Garden House, Blok B No. 17 - 18A, Bukit Golf Mediterania, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara , )",https://pergikuliner.com/restaurants/jakarta/social-affair-coffee-dan-baked-house-pantai-indah-kapuk-2,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Sabtu (09:00 - 19:00), Minggu Tutup","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",08118755988,3.87,"4.3,3.8,4.2,4.0,4.2",
Kickass Coffee Works & Hubble Scoop Creamery,Kafe,"The Icon Business Park, Blok C No. 1, Jl. BSD Raya Barat, BSD, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/kickass-coffee-works-dan-hubble-scoop-creamery-bsd,False,"Tunai,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 22774772,3.97,"4.1,4.1,3.4,4.3,4.3",
Chatelier,Kafe,"Ruko Manyar, Blok A No. 22, Jl. Manyar Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara, 
, ( Alamat Lama: , Ruko Garden House, Blok A No. 32, Bukit Golf Mediterania, Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara , )",https://pergikuliner.com/restaurants/jakarta/chatelier-pantai-indah-kapuk-2,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",24 Jam,"Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir","Pesan antar,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 21203406,4.14,"4.1,4.2,3.9,3.5,4.0",
Gong cha,Bubble Tea,"Central Park, Lantai Upper Ground, Jl. Letjen S. Parman, Slipi, Jakarta Barat",https://pergikuliner.com/restaurants/jakarta/gong-cha-slipi-2,True,"Tunai,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29053287,4.06,"4.2,3.8,3.9,3.7,3.9",
